1613,VOLTEXPRESS INDUSTRIES,0,0,5,5,24,13,5,4,56
1614,VOLVO,1,2,2,0,0,0,1,1,7
1615,VOLVO AUTO INDIA PVT LTD,164,99,158,133,121,101,132,69,977
1616,VOLVO CE INDIA PRIVATE LIMITED,63,54,81,57,63,103,14,13,448
1617,"""VOLVO GROUP INDIA PVT LTD""",122,39,50,132,43,61,113,51,611
1618,VOLVO GROUP TRUCKS CENTRAL EUROPE GMBH,0,0,1,0,2,0,0,0,3
1619,VOLVO TRUCKS CORPORATION,0,0,0,0,0,1,0,0,1
1620,VORC MOTORS PVT LTD,3,8,15,9,18,19,5,9,86
1621,VRINDA ENTERPRISES,100,65,87,54,95,90,89,34,614
1622,V R WELDING WORKS,0,1,0,0,0,0,0,0,1
1623,VSL INDUSTRIES,0,0,0,0,0,0,0,4,4
1624,VST MOTER INDIA COMPANY,0,0,2,0,0,0,0,0,2
1625,V.S.T. TILLERS TRACTORS LIMITED,327,217,252,186,165,185,289,186,"1,807"
1626,VST ZETOR PVT LTD,6,11,6,10,16,10,21,4,84
1627,VTECH MOTORS,0,0,1,0,0,0,0,2,3
1628,WAKEN MULTITECH PVT LTD,0,0,2,0,0,0,0,0,2
1629,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,504,401,422,388,459,465,436,234,"3,309"
1630,WARIVO MOTOR INDIA PVT LTD,42,26,42,23,65,37,55,33,323
1631,WASAN E-MOBILITY SOLUTIONS PVT LTD,0,0,0,0,0,2,0,1,3
1632,WELKIN HEALTHCARE PVT LTD,0,1,0,1,0,0,0,0,2
1633,WHITE CARBON MOTORS PVT LTD,19,0,0,0,0,0,4,0,23
1634,WILLYS INDIA LTD,3,0,1,1,1,1,1,0,8
1635,WIRTGEN INDIA PVT LTD,60,38,59,69,45,37,21,13,342
1636,WISENT INFRATECH LLP,2,0,7,2,3,5,0,0,19
1637,WOX COOLERS PVT LTD,0,1,0,0,0,0,0,0,1
1638,WUHAN LOTUS (IMPORTER: EXCLUSIVE MOTORS PVT LTD),0,0,0,0,0,2,0,0,2
1639,WUXI DAYANG ELECTRIC (IMPORTER: ABZO MOTORS),9,12,5,3,12,14,13,7,75
1640,WUXI DAYANG (IMPORTER: MOVAENERGY PRIVATE LIMITED),0,6,0,0,0,0,0,0,6
1641,WUXI DONGMA (IMPORTER: DYNAM PRECISION),0,0,1,0,0,0,2,0,3
1642,WUXI JIYAYI (IMPORTER: IZANAU ELECTRIC LLP),2,10,17,11,9,2,7,2,60
1643,WUXI MAYA (IMPORTER: DYNAMO ELECTRIC P. LTD.),0,1,1,3,4,3,1,0,13
1644,WUXI MDKA NEW ENERGY (IMPORTER: HESTUR ENERGY),0,0,0,0,0,0,0,5,5
1645,WUXI NOOMA (IMPORTER: SMARTNK  ELECTRIC VEHICLE),0,0,0,0,2,0,0,0,2
1646,WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),3,0,1,2,2,0,0,0,8
1647,WUXI SAIGE (IMPORTER: CITIZEN CARE),0,0,0,1,0,0,0,0,1
1648,WUXI SAIGE (IMPORTER: DM GREEN ENERGY),1,1,0,0,0,0,1,0,3
1649,WUXI SAIGE (IMPORTER: KKL HITECH EV),2,3,0,0,0,1,1,0,7
1650,WUXI SAIGE (IMPORTER: NGAGE IMPEX),1,0,2,0,0,0,0,0,3
1651,WUXI SAIGE (IMPORTER: WARIVO MOTOR),23,10,4,1,3,4,4,3,52
1652,WUXI SAIGE (IMPORTER: ZELIO AUTO PVT.LTD.),0,0,0,0,1,0,0,0,1
1653,WUXI SHENGBAO (IMPORTER:ELECTRIC ONE ENERGY),5,10,0,0,4,3,5,6,33
1654,WUXI SHENGBAO (IMPORTER:SHEMA E-VEHICLE),1,0,0,0,0,0,0,0,1
1655,WUXI TENGHUI (IMPORTER: CAL-ON INDUSTRIES),7,6,2,1,0,1,0,0,17
1656,WUXI TENGHUI (IMPORTER: FEZORA INDIA),0,0,0,0,0,2,1,0,3
1657,WUXI TENGHUI (IMPORTER: FLYCON MOTORS),18,6,6,12,5,8,3,0,58
1658,WUXI TENGHUI (IMPORTER: FRANKLIN EV INDIA),2,1,0,1,0,0,0,0,4
1659,WUXI TENGHUI (IMPORTER: HOP ELECTRIC MOBILITY),1,2,1,0,3,2,0,0,9
1660,WUXI TENGHUI (IMPORTER: JAIDKA POWER),1,0,0,1,0,0,0,0,2
1661,WUXI TENGHUI (IMPORTER: JOZHI SERVICES),9,25,22,6,8,3,8,0,81
1662,WUXI TENGHUI (IMPORTER: NXTMOBILITY ENERGY),0,1,0,0,0,0,0,0,1
1663,WUXI TENGHUI (IMPORTER: RADHA MOBILITIES LLP),0,3,4,1,0,1,0,0,9
1664,WUXI TENGHUI (IMPORTER: SEEKA E MOTORS),12,14,7,11,2,10,3,6,65
1665,WUXI TENGHUI (IMPORTER: SUSHAMA MOTORS),0,0,5,4,4,0,5,0,18
1666,WUXI TENGHUI INTERNATIONAL (IMPORTER: FEZORA),0,0,0,1,0,0,0,0,1
1667,WUXI TOURWE (IMPORTER: GOREEN E-MOBILITY),6,1,0,2,3,1,3,1,17
1668,WUXI YIZHILING (IMPORTER: BMR EV INDUSTRIES),0,1,0,1,3,1,5,2,13
1669,WUXI YIZHILING (IMPORTER: HOMFEEL VEGH),0,40,2,38,36,0,0,0,116
1670,XCMG CONSTRUCTION MACHINERY CO. LTD.,2,2,1,1,0,3,1,0,10
1671,XIDAA MOTO PVT LTD,1,0,0,0,0,0,0,0,1
1672,"XUZHOU CONSTRUCTION MACHINERY GROUP CO. LTD, CHINA",18,15,28,8,7,29,1,1,107
1673,XUZHOU CONSTRUCTION MACHINERY MANUFACTURING (IND),11,10,14,19,20,77,13,17,181
1674,XYZ1,32,8,12,12,16,10,12,3,105
1675,XYZ2,2,2,1,0,0,0,0,2,7
1676,YAARI AUTOMOBILES PVT LTD,18,12,24,15,23,13,5,20,130
1677,YADEA TECHNOLOGY (IMPORTER: YULU BIKES),106,50,100,0,198,43,3,0,500
1678,YAGYAPRIYAA CONSTRUCTION EQUIPMENT INDIA PVT LTD,0,0,1,0,0,1,0,0,2
1679,YANGGUANG LINGMU (IMPORTER: FLYCON MOTORS),5,3,6,0,0,3,8,2,27
1680,YANGGUANG LINGMU (IMPORTER: XWLS ELECTRIC),1,0,0,0,0,0,0,0,1
1681,YASH AGRO ENGINEERING WORKS,1,0,3,1,1,2,0,0,8
1682,YC ELECTRIC VEHICLE,"3,880","3,372","3,450","3,366","3,682","3,304","3,632","1,835","26,521"
1683,YESH TRAILER,1,0,0,0,0,1,0,0,2
1684,YEZDI MOTORS LTD,0,0,0,0,0,0,1,0,1
1685,YOUYAKU ELECTRIC (IMPORTER: HOUSTAN INNOVATION),6,14,4,3,1,2,1,2,33
1686,YOUYAKU ELECTRIC (IMPORTER:IME VEHICLES PVT LTD),1,2,7,1,1,2,4,1,19
1687,YOUYAKU ELECTRIC (IMPORTER:KRISHIKA EV INDIA),3,3,2,0,0,0,3,0,11
1688,YOUYAKU ELECTRIC (IMPORTER:NEWTRON ELECTRIC),0,2,1,0,0,0,0,0,3
1689,YOUYAKU ELECTRIC (IMPORTER:ONZO EV),1,0,0,2,2,0,1,0,6
1690,YOUYAKU ELECTRIC (IMPORTER: POWORO PVT LTD),0,0,0,2,6,2,9,2,21
1691,YOUYAKU ELECTRIC (IMPORTER:RIVALDO ELECTRIC),0,0,0,0,1,0,0,0,1
1692,YOUYAKU ELECTRIC (IMPORTER: SASDAL ENTERPRISES),2,5,2,4,4,4,3,5,29
1693,YOUYAKU ELECTRIC (IMPORTER: SHEMA E-VEHICLE),0,0,0,0,35,1,0,0,36
1694,YOUYAKU ELECTRIC (IMPORTER: SMOBILITY EV),6,3,1,4,8,6,4,2,34
1695,YOUYAKU ELECTRIC (IMPORTER: TES ELECTRIC),0,1,0,0,0,0,1,0,2
1696,YOUYAKU ELECTRIC (IMPORTER: TVISI ELECTRIC),0,2,0,0,0,0,0,0,2
1697,YOUYAKU ELECTRIC TECHNOLOGY (IMPORTER:JHEV MOTORS),2,0,0,0,0,0,0,0,2
1698,YUVRAJ INTERNATIONAL,0,1,0,0,0,2,0,0,3
1699,ZAKWILL ELECTRIC VEHICLES PVT LTD,0,0,0,0,0,5,0,2,7
1700,ZAP (HK) (IMPORTER: IZANAU ELECTRIC),2,0,2,2,1,3,6,0,16
1701,ZAP (IMPORTER:ELLYSIUM AUTOMOTIVES PVT LTD),4,0,0,1,0,0,0,0,5
1702,ZELIO AUTO PVT LTD,33,38,49,43,50,44,53,21,331
1703,ZENIAK INNOVATION INDIA LTD,817,670,758,696,780,748,920,433,"5,822"
1704,ZENMO PRIVATE LIMITED,141,244,111,1,190,58,29,62,836
1705,ZENTHIUM EV PVT LTD,58,79,91,95,77,84,70,27,581
1706,ZEOPLUS AXIS INDIA PVT. LTD.,632,545,605,678,564,659,642,400,"4,725"
1707,ZERO 21 RENEWABLE ENERGY SOLUTIONS PVT LTD,8,3,8,5,3,1,1,5,34
1708,ZESAR MOTORS PVT LTD,2,1,5,0,4,1,1,0,14
1709,ZHEJIANG CFMOTO (IMPORTER: ADISHWAR AUTO),1,4,9,10,15,8,19,23,89
1710,ZHEJIANG CHANGLING (IMPORTER: ADISHWAR AUTO),9,9,2,7,9,10,14,7,67
1711,ZHEJIANG LUYUAN (IMPORTER: DYNAM EV TECH),1,1,1,0,0,2,2,1,8
1712,ZHEJIANG MORNI (IMPORTER: ADISHWAR AUTO),1,3,5,3,3,3,2,3,23
1713,ZHEJIANG QIANJIANG (IMPORTER: ADISHWAR AUTO),18,22,13,10,20,17,15,6,121
1714,ZHONGHUALONG (IMPORTER: POWORO PVT LTD),15,16,17,27,16,16,18,2,127
1715,ZHONGXING (IMPORTER:GREENO AUTOMOBILE),1,0,0,0,0,0,0,0,1
1716,ZOHAN TRADERS AND BIG METRO,13,28,19,53,40,36,26,11,226
1717,ZOOMLION INDIA PVT LTD,10,12,24,17,12,24,13,4,116
