48,A K S ENG AGRO INDUSTRIES,0,1,1,2,1,0,2,0,0,1,2,1,11
49,AKSHAR AGRO LNDUSTRIES,1,0,0,0,0,0,0,0,0,0,0,0,1
50,AKSHAR STEEL,3,0,1,0,0,0,0,2,0,1,0,0,7
51,AKSHAY INDUSTRIES,1,1,0,0,0,0,0,0,0,0,0,1,3
52,ALLENTTI MOTORS PVT LTD,0,0,0,0,0,0,1,0,0,0,0,0,1
53,ALLFINE INDUSTRIES PVT LTD,141,197,184,118,39,111,202,215,216,251,277,436,"2,387"
54,ALL TERRAIN CRANE,6,2,55,46,45,32,54,50,57,75,56,67,545
55,ALPHA SERVICES,0,0,1,1,1,0,0,2,3,3,1,1,13
56,ALTIER ELECTRIC VEHICLES PVT LTD,39,26,38,11,2,12,7,40,19,61,55,75,385
57,ALTIGREEN PROPULSION LABS PVT LTD,0,6,3,9,0,6,29,12,26,27,16,12,146
58,ALTIUS TECHNOLOGIES,1,2,11,0,0,2,0,3,6,0,2,2,29
59,AMAC INNOVATIVES,0,3,0,0,0,1,0,0,0,0,0,0,4
60,AMAN AGRO INDUSTRIES,4,11,22,4,1,8,7,5,2,5,5,14,88
61,AMAN AUTOMOBILES,5,7,4,0,0,1,12,1,18,9,6,1,64
62,AMAN ELECTRIC VEHICLES,5,7,8,1,0,0,7,4,9,11,9,2,63
63,AMARJEET HARVESTER INDUSTRY,1,1,1,0,4,1,3,4,3,0,1,4,23
64,AMBICA INDUSTRIES,1,2,0,0,1,0,0,0,0,0,0,0,4
65,AMBIKA ENTERPRISES,14,15,16,3,5,4,3,10,14,9,2,18,113
66,AMBIKA INDUSTRIES,71,91,100,42,5,51,70,102,104,136,113,101,986
67,AMEEN ENGINEERING WORKS AP28884094,0,0,0,0,0,0,0,0,1,0,0,0,1
68,AMERICAN ROAD TECHNOLOGY & SOLUTIONS PVT LTD,0,2,0,0,0,0,0,0,0,0,0,0,2
69,AMMANN APOLLO INDIA PVT LTD,16,13,29,16,7,15,21,16,14,5,15,10,177
70,AMPERE VEHICLES PRIVATE LIMITED,938,806,941,751,147,268,657,797,786,"1,046","1,990","3,343","12,470"
71,AMPERE VEHICLES PVT LTD,16,19,16,0,0,31,6,13,21,37,88,68,315
72,"AMRIT ENGG WORKS,DKL",4,4,19,3,0,0,0,0,13,1,1,12,57
73,AMR TRAILERS,0,0,0,0,0,0,0,0,0,1,0,0,1
74,AMW MOTORS LIMITED,0,3,0,0,0,0,0,1,0,1,2,1,8
75,ANIRUDH RAJ AGRO LTD,0,1,0,0,0,0,0,0,0,0,0,0,1
76,ANJALI AUTO COMPONENTS,0,1,1,0,0,0,3,1,2,2,0,1,11
77,ANJALI ENTERPRISES,0,2,0,0,0,0,0,0,0,0,0,0,2
78,ANJALI TRADERS,13,13,4,9,2,2,5,7,3,7,11,3,79
79,ANKIT RAJ ENGINEERIG WORKS SHOP,1,1,0,0,0,0,0,0,0,4,1,0,7
80,ANKUSH AUTO DEALS,26,9,13,7,2,2,18,13,18,1,2,0,111
81,ANNAPURNA AGRO INDUSTRIES,1,0,0,1,0,0,2,0,0,0,0,0,4
82,ANNAPURNA INDUSTRIES,11,4,15,12,6,3,9,7,7,6,5,3,88
83,ANUGRAH ENGINEERING,1,6,0,0,0,0,0,0,0,0,0,0,7
84,"ANUP ENTERPRISES,SNG",2,2,1,0,0,1,1,0,0,1,2,2,12
85,ANVITA AUTO TECH WORKS PVT LTD,0,0,0,0,0,1,2,0,1,1,0,0,5
86,APARNA INDUSTRIES,16,8,11,2,0,9,7,9,10,4,8,13,97
87,A P I MOTORS PVT LTD,4,18,41,22,6,11,22,20,28,24,32,25,253
88,APM AUTO SALES,16,41,24,11,1,16,20,13,6,30,15,28,221
89,APOLLO CARMIX EQUIPMENTS PVT LTD,11,7,4,5,1,5,4,6,17,4,3,5,72
90,APOLLO CONSTRUCTION EQUIPMENTS PVT LTD,0,0,0,0,0,1,1,1,1,0,0,1,5
91,APSARA ENTERPRISE,46,22,28,19,35,28,18,32,47,46,65,32,418
92,"ARATI ENTERPRISES, BHPATNA",11,12,7,7,0,5,0,2,0,3,1,2,50
93,ARCHIT ENTERPRISES,14,16,16,6,2,20,13,29,12,12,28,35,203
94,ARD EXIM,3,0,5,0,0,1,3,1,0,0,3,8,24
95,ARIHANT ENTERPRISE,0,1,0,0,0,0,1,0,0,0,0,0,2
96,ARMAN GREEN VEHICLES PVT LTD,2,0,6,0,0,12,2,1,1,2,2,3,31
97,ARNA ELECTRIC AUTO PVT LTD,22,28,42,34,5,10,36,38,33,43,39,43,373
98,ARROW AUTOMOTIVE,102,127,121,76,52,58,89,104,170,131,80,167,"1,277"
99,ASHA IMPEX,5,1,2,0,0,0,1,0,1,10,9,6,35
100,ASHA INDUSTRIES,1,1,0,0,0,0,1,0,0,0,0,0,3
101,ASHA METAL INDUSTRIES,0,1,0,0,0,0,3,0,0,0,2,2,8
102,"ASHOK FABRIC & ENGG,RAIRAKHOL",1,0,0,0,0,0,0,0,0,0,0,0,1
103,ASHOK LEYLAND DEFENCE SYSTEMS LTD,1,0,1,0,0,0,0,35,14,2,30,0,83
104,ASHOK LEYLAND LTD,"9,444","9,889","11,923","9,148","3,158","5,143","7,989","7,836","9,082","8,699","8,300","8,604","99,215"
105,ASHOK STEEL INDU,0,1,0,0,0,0,0,0,0,0,1,0,2
106,ASHTVINAYAK INDUSTRIES,1,1,0,1,1,1,0,0,0,0,1,0,6
107,ASHWA ELECTRIC,0,0,0,0,0,0,0,1,2,1,0,0,4
108,"ASIS ENG.WORKS, BERHAMPUR",1,0,1,0,0,0,1,0,0,0,0,0,3
109,"ASISH ENG WORKS, HALADIAPADAR, BERHAMPUR, GANJAM",0,0,0,0,0,0,0,0,0,0,0,1,1
110,ASL ENTERPRISES LTD,0,0,0,0,0,0,0,0,0,1,0,0,1
111,A.S.R BODY WORKS,0,1,6,0,1,0,2,0,0,0,0,0,10
112,ASSAM FABRICATION WORKS,0,0,1,4,1,0,2,2,1,0,3,2,16
113,ASTECH INFRATECH PVT LTD,1,0,0,0,0,0,0,1,0,1,0,0,3
114,ASTON MARTIN LAGONDA LTD,0,0,0,0,0,0,2,0,1,1,1,0,5
115,ASTON MARTIN LAGONDA PVT LTD,0,3,0,0,0,0,1,0,0,0,0,0,4
116,ATHER ENERGY LTD,606,626,"1,064",903,160,320,"1,799","1,613","2,175","2,648","2,203","1,813","15,930"
117,ATLAS COPCO INDIA LIMITED,0,0,1,0,0,0,0,0,0,0,0,0,1
118,ATLAS COPCO INDIA LTD,0,0,0,1,0,0,0,0,0,1,0,0,2
119,ATOMEX E-MOTORS INDIA PVT LTD,1,0,4,1,0,2,0,1,2,2,2,2,17
120,ATTOLENT AUTO GROUP PVT LTD,10,7,18,20,0,8,11,11,10,10,8,19,132
121,ATUL AUTO LTD,"1,503","1,472","1,483",871,287,650,"1,160","1,243","1,387","1,521","1,527","1,674","14,778"
122,ATUT SANGAM,37,24,36,21,0,16,31,27,58,65,54,62,431
123,AUDI AG,48,51,101,81,22,45,93,104,108,112,108,154,"1,027"
124,AUM ENGINEERING AND WORKS,0,0,1,0,0,0,0,0,0,3,2,3,9
125,AUSTIN LTD,0,0,0,1,0,0,0,0,0,0,0,0,1
126,AUTOHAUS PRIVATE LIMITED,30,15,20,11,2,4,22,36,36,38,48,64,326
127,AUTOLITE (INDIA) LIMITED,10,12,13,5,0,16,8,4,20,6,13,32,139
128,AUTOMOBILI LAMBORGHINI S.P.A,3,3,5,5,2,2,7,8,8,4,0,1,48
129,A.V.AUTOMOTIVES PVT LTD,37,22,50,32,4,23,52,88,94,90,86,99,677
130,AVL ELECTRIC VEHICLES PVT LTD,72,84,87,64,18,34,44,80,73,120,123,159,958
131,AVON CYCLE LTD INDIA,11,1,0,0,0,0,1,0,0,1,0,0,14
132,AVON CYCLES LTD,24,48,61,22,0,35,39,37,65,53,36,50,470
133,AVTAR ENGINEERING WORKS,0,0,0,0,0,1,2,7,3,2,1,7,23
134,AWACHAT INDUSTRIES LTD,113,89,113,36,29,96,103,109,107,282,122,154,"1,353"
135,BABA E-VEHICLES,2,4,2,0,0,3,4,1,2,5,6,10,39
136,BABA HARI DAS FABRICATION,0,0,0,0,0,0,0,0,0,0,1,0,1
137,BABA PRODUCT,0,0,0,0,0,0,0,0,0,0,4,10,14
138,BAGAVATHI FABRICATORS,0,0,0,0,0,0,0,1,0,0,0,0,1
139,BAGESWAR ENGG WORKS,0,0,1,0,0,0,0,0,2,0,0,0,3
140,BAGHWAN RIKSHAW UDYOG,0,0,0,0,0,0,0,5,0,0,0,2,7
141,BAJAJ AUTO LTD,"1,74,063","1,56,402","1,76,759","1,22,411","56,695","1,36,133","1,75,009","1,57,079","1,51,137","1,55,983","2,04,645","1,83,561","18,49,877"
142,BAJAJ IMPLEMENTS PVT LTD,0,21,4,0,0,0,0,0,0,0,0,0,25
143,BAJAJ IMPLEMENTS PVT. LTD,1,9,9,1,0,4,2,2,1,5,2,6,42
144,BAJAJ TEMPO LIMITED,2,0,0,0,0,0,4,0,2,1,0,0,9
145,BAJRANG AGRO INDUSTRIES,0,1,0,0,2,0,0,0,0,0,1,1,5
146,BALAJEE ENGINEERING,0,0,0,0,0,0,0,0,0,0,0,1,1
147,BALAJI AGRO INDUSTRIES,10,14,15,7,0,3,8,7,2,8,2,10,86
148,BALAN ENGINEERING PVT LTD,0,0,0,4,0,0,2,0,0,5,0,2,13
149,BALBIR INDUSTRIES,0,0,0,0,0,0,0,1,3,0,0,0,4
150,BAL GOPAL WHEELS PVT LTD,4,3,5,5,0,7,16,5,5,10,12,14,86
151,BALI AUTO INDUSTRIES,22,21,18,10,6,7,8,18,19,17,52,39,237
152,BALJEET KRISHI YANTRA,0,0,0,0,0,0,0,0,1,1,0,1,3
153,"BASUDEB ENGINEERING, CUTTACK",3,1,2,0,0,0,0,0,0,0,0,0,6
154,BATEI STEEL FABRICATION,0,0,0,0,1,0,1,0,1,0,0,0,3
155,"BAUTI ENGINEERING,NAYAGARH",0,2,2,1,0,0,0,2,2,1,3,3,16
156,BEML LIMITED,5,4,2,0,1,0,3,0,3,2,1,0,21
157,BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,176,262,171,171,54,198,494,325,337,469,912,"1,190","4,759"
158,BENTINCK INDUSTRIES PVT. LTD.,0,9,6,13,2,0,8,3,14,8,18,10,91
159,BENTLEY MOTORS LIMITED,1,3,1,0,0,4,5,5,1,2,5,1,28
160,BEST WAY AGENCIES PVT LTD,272,276,351,290,119,170,403,396,596,636,660,852,"5,021"
161,BESTWAY AGENCIES PVT LTD,19,19,15,4,0,11,14,22,25,16,32,26,203
162,BESTWAY BANARASH,0,3,2,6,0,1,1,1,0,6,0,1,21
163,BHADAURIA ENTERPRISES,0,0,0,0,0,0,0,0,0,0,4,2,6
164,BHAGAT AGRO INDUSTRIES,0,1,0,2,0,0,0,0,1,0,1,0,5
165,BHAGBATI INDUSTRIES,0,1,0,0,0,1,0,8,1,0,0,1,12
166,BHAGIRATH EQUIPMENT PVT LTD,0,0,0,0,0,0,0,0,0,0,1,0,1
167,BHAGWAN AGRO INDUSTRIES,6,5,10,2,0,8,9,7,8,7,0,4,66
168,BHAGYALAXMI TRAILER,0,9,2,3,8,0,1,2,3,0,0,2,30
169,BHARATH AGRO PRODUCTS,0,2,3,0,1,3,3,1,0,0,0,0,13
170,BHARATH ENGINEERING WORKS,3,12,4,2,3,1,2,2,8,1,2,2,42
171,BHARAT MOTORS,2,1,0,0,0,0,0,0,0,0,0,1,4
172,BHARAT PUMP COMP. LTD,0,0,0,7,0,0,0,0,0,0,0,0,7
173,BHAVE ELECTRIC VEHICLES PVT LTD,25,33,28,23,0,16,31,31,75,58,57,80,457
174,BHM INDUSTRIES,31,33,38,21,3,33,43,48,53,43,53,57,456
175,BHOYAR AGRO IND WARDHA,13,11,17,2,2,8,25,5,3,2,1,10,99
176,BIDISHA ENTERPRISES PVT LTD,0,0,2,1,3,0,0,0,0,3,1,0,10
177,BIG BULL TRADER PVT LTD,32,34,15,7,6,5,27,33,19,6,26,17,227
178,BIJNOR ENTERPRISES,0,0,0,0,0,1,0,0,0,0,2,1,4
179,BISWAKARMA ENGINEERING,0,1,0,0,0,0,0,0,0,0,0,0,1
180,BISWESWARIA ENGINEERING INFRASTRUCTURE PVT LTD,0,1,1,0,0,0,0,0,0,0,0,0,2
181,BLIX CYCLES AND E-VEHICLES PVT LTD,0,0,0,0,0,0,0,0,3,4,1,0,8
182,BMW INDIA PVT LTD,"1,140",968,"1,236",836,333,740,"1,226","1,225","1,345","1,331","1,268","1,295","12,943"
183,"B N ENG WORKS, BERHAMPUR",0,0,0,0,0,0,0,0,0,2,0,0,2
184,BORIWLI WOODEN AND STEL,0,0,0,0,2,0,0,0,0,0,0,0,2
185,BRIGHT AUTOZONE PVT LTD,72,79,117,49,18,103,112,130,241,239,199,349,"1,708"
186,BRIGHT METAL WORKS,0,3,0,1,0,0,0,0,0,0,0,1,5
187,B R INDUSTRIES,2,3,1,0,0,0,0,2,0,0,0,1,9
188,BRITANNIA ENGINEERING LTD,0,0,1,0,0,0,0,0,0,0,0,0,1
189,BSA MOTORS,4,11,7,0,2,10,3,1,0,2,13,2,55
190,BSMS AGRICULTURE WORKSHOP,3,3,2,4,0,5,1,4,3,3,0,1,29
191,BULL MACHINES PVT LTD,68,59,109,41,19,35,39,46,60,37,42,37,592
192,BYD AUTO,0,1,0,0,0,0,0,0,0,0,0,1,2
193,BYD INDIA PRIVATE LIMITED,0,0,1,0,0,0,0,0,0,0,0,1,2
194,CAPTAIN TRACTORS PVT. LTD.,198,149,106,161,111,190,517,"1,651",235,218,196,186,"3,918"
195,CARDWELL RIG,0,0,0,0,0,0,0,1,0,0,0,0,1
196,CART INDIA,0,1,13,0,0,0,0,0,1,1,8,2,26
197,CASE EQUIPMENT PRIVATE LTD,3,2,9,2,0,1,0,1,8,13,8,2,49
198,CASE NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT LTD,456,384,608,256,76,344,567,508,733,383,363,416,"5,094"
199,CATERPILLAR INDIA PRIVATE LIMITED,232,212,320,164,45,85,97,111,206,186,148,150,"1,956"
200,CEEON INDIA,25,40,19,11,2,17,13,21,27,19,7,21,222
201,CELLETRON MOTOR WORKS,0,0,2,0,0,6,0,0,0,1,0,0,9
202,CHAANY AGRO INDUSTRIES,0,1,0,0,0,0,0,0,0,0,0,0,1
203,CHAMPION POLY PLAST,433,427,565,338,60,280,565,571,726,810,797,"1,105","6,677"
204,CHANDANA CORPORATION,0,0,0,0,0,0,0,1,36,27,59,10,133
205,CHANNY AGRO INDUSTRIES,1,1,0,0,1,0,0,0,3,3,0,0,9
206,CHARDI KALAN AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,1,0,1
207,CHARUVIKRAM AUTOMOBILE PVT LTD,0,3,0,1,0,1,0,4,1,1,7,4,22
208,CHATUR BHAI ENGG WORKS,0,1,1,0,0,0,0,0,0,0,0,0,2
209,CHAUHAN AUTO INDUSTRIES,4,4,12,6,0,8,2,11,15,15,7,34,118
210,CHEHAK BATTERIES,4,3,6,5,0,1,1,0,4,10,11,18,63
211,CHEVROLET SALES INDIA PVT LTD,0,0,1,0,0,0,0,0,0,0,0,0,1
212,CIMMCO LIMITED,0,0,1,1,0,0,0,0,0,0,0,0,2
213,CITADEL ENTERPRISES(OPC) PVT LTD,10,3,3,1,0,3,4,0,2,0,1,1,28
214,CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,37,21,22,41,5,16,40,49,44,103,83,125,586
215,CIVIMEC ENGINEERING PVT LTD,1,1,2,1,0,0,1,1,0,1,2,0,10
216,CLAAS AGRICULTURAL MACHINERY PVT LTD,0,0,0,0,1,0,0,0,1,0,0,0,2
217,CLAAS INDIA P LTD,8,8,8,0,1,5,6,23,12,19,3,5,98
218,CLASSIC (INDIA) MOTORS,0,0,0,0,1,0,1,0,0,0,0,0,2
219,CLASSIC LEGENDS PVT LTD,"2,405","2,315","2,678","2,089",652,"1,634","2,680","2,469","2,467","2,670","3,122","2,614","27,795"
220,C M OVERSEAS,0,0,4,1,0,0,3,2,5,2,1,3,21
221,CNH INDUSTRIAL (INDIA) PVT LTD,"2,546","2,513","2,759","1,847",606,"2,326","3,044","2,873","2,221","1,819","1,740","2,294","26,588"
222,COMETTO TRAILER,0,6,3,2,0,2,0,0,0,0,0,0,13
223,CONMAT HEAVY INDUSTRIES PVT LTD,4,4,4,2,0,0,1,5,6,3,3,4,36
224,CONTINENTAL ENGINES PVT LTD,369,292,441,156,43,190,264,221,275,283,343,477,"3,354"
225,CORONA BUS MANUFACTURERS (P) LTD.,0,4,0,0,0,0,0,0,0,0,0,0,4
226,CREATIVE ENGINEERINGS,0,1,0,1,0,0,0,0,0,0,0,1,3
227,CROMA ENTERPRISES,1,2,0,0,0,0,0,0,0,0,0,0,3
228,CUBE AUTO INDUSTRIES BNGLORE,0,0,1,0,0,0,1,0,0,0,0,0,2
229,CYRUS AUTO INDUSTRIES PVT LTD,0,0,2,2,0,1,0,0,0,0,0,2,7
230,DADGURU TRAILORS AND ENGINEERING WORKS,0,0,0,0,0,1,0,1,0,1,0,0,3
231,DAEWOO MOTORS INDIA LTD,1,1,0,0,0,0,0,0,1,0,0,0,3
232,DAIMLER AG,12,12,23,12,4,7,14,11,16,8,5,6,130
233,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,"1,175","1,218","1,464","1,266",448,774,794,875,"1,258","1,189","1,160","1,155","12,776"
234,DAKSH INDUSTRIES,35,63,77,37,2,52,114,93,133,131,195,193,"1,125"
235,DALIAN FORKLIFT CO.,0,6,2,1,0,0,1,1,0,0,1,1,13
236,DALIP SINGH & SONS,0,0,0,0,0,0,2,2,1,1,0,3,9
237,DASHMESH AGRICULTURE WORKS,0,0,0,0,0,3,1,3,3,0,0,0,10
238,DASHMESH MECH WORKS PVT LTD,0,0,0,1,0,15,11,17,17,6,12,4,83
239,DASHMESH TRADERS,4,5,5,1,0,0,5,3,1,10,12,9,55
240,DASMESH AGRICULTURAL INDUSTRIES PVT LTD,0,0,4,0,1,1,1,2,4,1,3,0,17
241,DASMESH AGRICULTURE WORKS,12,5,12,3,1,5,5,4,6,5,3,3,64
242,DASMESH MECHANICAL WORKS PVT.LTD,72,46,106,10,13,16,26,20,38,33,27,27,434
243,DAVE EXIM PVT LTD,63,10,36,33,4,21,29,16,21,13,19,20,285
244,DD AUTO PVT LTD,2,1,3,1,0,1,0,0,0,0,0,0,8
245,DECCAN AUTO LTD,0,0,0,0,1,0,0,0,0,0,0,0,1
246,DEEP DRAWN TECHNOLOGIES,0,0,0,1,0,0,0,1,0,1,0,0,3
247,DEEP JYOTI ENG PVT LTD,1,0,0,0,0,2,0,0,0,0,0,0,3
248,"DEEPTI ENGINEERING AND IRON AND STEEL INDUSTRY, MALKANGIRI",0,0,0,0,0,0,0,0,0,0,2,2,4
249,DE EUSI MOTORS PVT LTD.,14,18,49,17,7,7,30,25,44,48,34,52,345
250,DELTA AUTOCORP LTD,100,89,106,48,12,26,41,56,87,59,54,77,755
251,DEMAG DEMAG HC 340,3,6,10,0,3,0,0,3,0,0,1,1,27
252,DEMAGE MOTORS LTD,0,0,0,0,0,0,0,0,0,1,0,4,5
253,DESMOTO ELECTRICS PVT LTD,5,0,1,3,0,2,8,1,6,3,1,0,30
254,DEV AGRICULTURE INDUSTRIES,0,0,0,0,0,0,0,1,0,0,0,0,1
255,DEV AGRO INDUSTRIES,2,9,2,2,0,3,6,1,4,1,1,0,31
256,DEVANGI ENG..,0,0,1,0,0,2,1,0,0,0,0,0,4
257,DEV ENGINEERING WORKS,0,1,0,7,0,0,1,1,32,18,16,34,110
258,DEVI ENGINEERING WORKS,1,1,0,1,0,1,0,1,1,0,0,0,6
259,DEWAN AGRICULTURE WORKS,0,0,0,0,0,0,0,0,0,2,0,2,4
260,DHANALAKSHMI ENGINEERING WORKS,4,9,8,0,0,0,3,1,4,2,0,6,37
261,DHANAVENKAT ENGG.WORKS,1,1,3,1,0,0,0,1,0,0,1,3,11
262,DHANNLAXMI AUTOWORKS,0,0,1,0,0,0,0,1,0,0,0,1,3
263,DHAR INTERNATIONAL,10,13,12,9,5,1,15,25,19,5,12,15,141
264,DHARMRAJ AGRO IND.,0,1,0,0,0,0,0,1,0,0,0,0,2
265,DHIMAN AGRICULTURAL WORKS,0,0,0,0,0,0,1,0,0,1,0,0,2
266,DHIMAN AGRICULTURE,0,0,0,4,0,1,0,1,1,3,0,0,10
267,DHIMAN AGRICULTURE WORKS,0,0,4,0,0,2,1,1,1,0,0,3,12
268,DHIMAN AGRO INDUSTRIES,0,0,1,0,0,0,0,0,0,0,0,0,1
269,DHIMAN BROTHERS,1,1,0,0,0,0,2,0,0,0,0,1,5
270,"DIAMOND ENGG,CTC",0,1,0,2,3,0,0,2,0,0,0,2,10
271,DIAMOND E VEHICLES,0,0,0,0,0,2,1,6,0,6,3,8,26
272,DILLI ELECTRIC AUTO PVT LTD,327,340,418,190,53,199,398,478,697,779,652,888,"5,419"
273,DISCOVER AXLES INDIA PVT LTD,0,0,0,0,0,0,0,0,0,1,0,0,1
274,DIVANSHU AUTOMOBILES LIMITED,1,0,1,0,0,0,0,0,0,0,0,0,2
275,DIVANSU AUTOMOBILES LTD,1,3,8,0,0,0,0,1,2,4,9,5,33
276,DIVYA ENTERPRISES,33,23,34,18,2,30,53,34,48,28,38,75,416
277,DIWA GREEN TECHNOLOGY PVT LTD,0,0,0,1,0,0,0,0,1,0,0,0,2
278,D K DIESELS PVT LTD,0,1,0,0,0,0,0,0,0,0,0,1,2
279,DODGE MOTORS,0,0,0,0,0,1,0,0,0,0,0,0,1
280,DODIYA AGRO WORKS,0,1,0,0,0,0,0,0,0,1,1,0,3
281,DOOSAN BOBCAT INDIA PVT LTD,49,41,70,30,11,26,38,64,111,47,34,27,548
282,DOOSAN INT INDIA PVT LTD,0,0,0,0,0,0,0,0,3,1,21,1,26
283,DSF INDUSTRIES PVT LTD,4,2,2,3,0,0,2,0,0,0,0,5,18
284,D S INDUSTRIES,4,1,8,0,0,0,2,5,6,1,3,1,31
285,DUCATI INDIA PVT LTD,10,14,21,16,1,20,21,41,33,36,33,42,288
286,DUKE AUTO INDIA,51,56,44,20,11,30,30,32,24,32,39,59,428
287,DULEVO INDIA PVT LTD,0,0,2,2,0,0,2,1,0,0,0,4,11
288,"DURGA AGRO ENGG,BALASORE",10,8,0,1,0,0,0,0,2,2,5,0,28
289,DURGA AGRO WORKS,0,0,0,1,0,0,0,0,0,0,1,0,2
290,"DURGA&DURGA ENGG WORKS,BHMPUR",0,1,1,1,0,0,1,0,0,0,0,3,7
291,"DURGA & DURGA ENG WORKS, HALADIAPADAR, GANJAM",0,0,5,2,0,0,1,1,4,1,3,2,19
292,DURGA ENGINEERING WORKS,30,120,102,0,0,16,0,2,2,0,4,6,282
293,"DWARI ENGG WORKS,SAMBALPUR",1,2,1,0,1,0,0,0,0,0,1,4,10
294,DYNAPAC COMPACTION EQUIPMENT,1,0,0,0,0,1,0,0,1,0,1,0,4
295,DYNAPAC ROAD CONSTRUCTION EQUIPMENT INDIA PVT LTD,9,12,14,12,0,6,11,9,13,11,16,1,114
296,DYNAVOLT TECHNOLOGY INDIA LTD,0,0,0,0,0,0,0,0,8,0,3,0,11
